result.match_id,result.radiant_win,result.duration,result.player_1_hero_id,result.player_2_hero_id,result.player_3_hero_id,result.player_4_hero_id,result.player_5_hero_id,result.player_6_hero_id,result.player_7_hero_id,result.player_8_hero_id,result.player_9_hero_id,result.player_10_hero_id
1729096457,TRUE,3026,70,14,1,96,20,101,5,21,19,37
1729096458,TRUE,1977,93,72,21,40,28,4,12,15,14,9
1729096459,FALSE,2249,95,93,39,4,7,47,32,66,27,102
1729096460,TRUE,2803,40,97,25,93,6,41,42,9,14,99
1729096462,TRUE,2552,2,11,75,49,62,12,25,27,7,46
1729096463,TRUE,2839,12,97,21,25,10,112,78,67,9,68
1729096464,FALSE,1993,21,84,26,60,11,86,47,4,7,39
1729096465,TRUE,2362,83,86,72,4,46,103,25,12,51,7
1729096466,TRUE,2103,25,8,88,71,52,50,39,4,7,1
1729096467,TRUE,2301,22,49,4,104,86,17,44,53,14,57
1729096483,TRUE,2268,39,35,72,30,75,51,21,81,17,26
1729096484,FALSE,2464,100,62,15,68,61,63,30,22,28,86
1729096485,TRUE,2012,8,21,4,20,99,7,17,19,27,75
1729096486,FALSE,3040,78,94,99,73,1,95,102,100,15,63
1729096487,FALSE,2991,41,40,13,86,20,36,56,45,39,4
1729096490,TRUE,2875,101,57,14,11,8,110,9,68,39,93
1729096491,FALSE,2743,14,41,17,101,45,62,97,81,105,74
1729096493,FALSE,2384,39,95,5,32,104,4,46,70,26,28
1729096494,FALSE,3865,21,94,50,17,4,34,1,35,111,12
1729096495,FALSE,2575,59,7,18,4,30,12,14,8,35,51
1729096496,TRUE,2965,53,28,58,47,21,17,9,44,8,70
1729096497,TRUE,2083,23,57,93,63,26,92,17,1,54,20
1729096498,FALSE,2922,74,93,41,35,1,17,43,59,32,14
1729096517,TRUE,2034,34,98,105,109,86,8,14,1,97,27
1729096518,FALSE,3305,15,7,2,27,22,18,89,11,50,9
1729096519,TRUE,1780,5,71,57,93,8,12,22,1,107,83
1729096521,FALSE,3200,79,82,14,54,6,53,25,44,31,19
1729096525,FALSE,2153,59,14,7,74,6,18,71,75,32,65
1729096526,TRUE,3179,68,30,84,14,34,32,62,19,99,8
1729096527,TRUE,2069,41,22,94,54,96,35,25,84,46,14
1729096528,FALSE,3607,21,9,93,39,44,6,60,35,46,1
1729096541,FALSE,2596,39,93,19,71,105,28,52,36,46,100
1729096542,TRUE,2260,87,8,70,14,28,21,4,94,26,47
1729096543,FALSE,2252,1,16,83,11,22,4,44,14,51,26
1729096544,FALSE,3390,74,29,112,68,0,13,32,30,101,106
1729096545,TRUE,2430,35,95,15,8,93,68,106,48,29,55
1729096547,FALSE,2095,85,86,73,55,8,46,93,20,102,91
1729096548,TRUE,2552,100,104,81,75,67,4,52,44,9,62
1729096549,TRUE,2706,16,62,67,40,25,35,2,55,14,13
1729096550,TRUE,2315,8,26,30,85,23,37,16,43,12,36
1729096551,FALSE,2213,8,54,14,98,87,94,5,27,4,75
1729096552,TRUE,2041,4,97,57,21,72,104,50,88,17,8
1729096553,TRUE,1596,62,104,86,52,70,48,16,31,81,64
1729096554,TRUE,2526,54,4,58,99,93,70,72,29,81,14
1729096555,FALSE,2784,17,73,33,30,62,32,1,44,25,71
1729096556,TRUE,2433,7,97,12,74,1,28,93,62,46,17
1729096558,TRUE,3035,28,22,26,95,32,36,30,11,44,86
1729096573,FALSE,2727,9,21,12,70,17,100,71,30,96,44
1729096574,TRUE,1895,1,62,107,39,104,77,11,52,7,12
1729096575,FALSE,1951,100,104,62,28,12,44,70,11,41,14
1729096576,TRUE,2957,52,1,33,44,36,14,27,11,41,21
1729096578,FALSE,2278,44,1,26,74,54,55,39,18,7,85
1729096579,FALSE,3878,104,7,11,72,30,14,35,25,22,51
1729096580,TRUE,2965,53,26,22,88,78,59,27,84,54,112
1729096581,TRUE,2643,101,22,70,51,2,25,26,60,39,72
1729096582,TRUE,1884,4,81,74,8,76,22,7,94,99,21
1729096583,TRUE,1638,85,72,52,21,26,30,112,106,67,87
1729096585,TRUE,2136,42,85,14,70,4,48,62,64,29,8
1729096587,TRUE,3125,5,73,21,50,94,59,100,17,70,105
1729096588,TRUE,1447,30,2,17,12,53,107,67,16,86,51
1729096608,TRUE,3028,41,52,21,22,86,39,97,7,72,17
1729096609,FALSE,1341,95,39,53,30,9,100,105,74,85,62
1729096610,TRUE,3335,19,57,110,30,89,69,95,31,86,70
1729096611,TRUE,2709,54,5,21,20,70,2,1,15,35,49
1729096612,TRUE,2662,72,77,39,20,67,100,44,51,104,62
1729096613,TRUE,1829,2,3,75,27,35,18,6,4,25,42
1729096614,FALSE,2391,62,58,111,1,56,78,53,3,12,46
1729096615,FALSE,2135,35,25,14,70,77,22,32,8,48,44
1729096616,FALSE,2339,25,20,88,32,8,28,11,29,63,22
1729096617,TRUE,2421,56,4,36,49,21,95,33,74,44,12
1729096618,FALSE,3188,23,5,1,68,34,79,22,35,82,51
1729096641,FALSE,2188,48,1,69,104,12,71,112,14,68,8
1729096642,TRUE,3366,47,61,25,88,52,74,21,33,20,106
1729096643,TRUE,3164,41,2,102,11,18,27,13,68,51,60
1729096644,TRUE,3013,95,37,11,27,96,20,7,41,44,28
1729096645,FALSE,2673,8,17,30,74,41,36,110,14,106,93
1729096646,FALSE,2526,14,74,32,57,1,7,99,86,72,103
1729096647,FALSE,2632,31,96,75,70,48,67,51,25,4,23
1729096648,FALSE,3229,46,91,12,4,30,7,75,51,50,17
1729096650,TRUE,3088,3,53,81,11,93,8,4,74,7,1
1729096652,FALSE,1969,25,41,15,69,26,19,12,93,5,27
1729096653,FALSE,483,5,1,53,75,82,42,46,73,111,71
1729096676,FALSE,1934,101,107,25,67,71,44,16,51,7,4
1729096677,TRUE,3179,63,22,8,86,7,43,75,32,25,112
1729096678,FALSE,2364,12,2,14,104,60,95,36,76,100,59
1729096679,FALSE,2412,44,30,74,27,56,9,8,21,6,94
1729096681,FALSE,2257,36,53,46,41,76,59,11,20,77,45
1729096682,TRUE,3549,25,7,93,4,21,100,41,32,35,71
1729096683,TRUE,2706,54,16,51,68,64,79,80,97,20,89
1729096685,FALSE,2437,25,2,44,21,91,8,49,30,14,34
1729096686,TRUE,3968,1,73,21,107,30,19,62,69,68,99
1729096687,TRUE,2889,17,33,55,89,16,14,106,9,75,86
1729096688,TRUE,2437,14,94,5,96,7,45,81,73,31,71
1729096689,FALSE,3257,38,2,21,62,89,31,106,58,47,59
1729096690,TRUE,3938,105,4,54,1,19,104,39,42,14,7
1729096721,TRUE,3029,28,52,104,11,25,48,100,112,17,86
1729096722,TRUE,3063,97,4,95,22,105,1,32,70,63,111
1729096723,FALSE,2360,72,41,100,46,6,23,44,32,59,75
1729096724,FALSE,2708,94,4,9,14,25,57,1,21,34,112
1729096726,TRUE,3209,45,59,28,44,76,64,5,106,22,32
1729096727,TRUE,2443,72,14,95,22,33,17,7,12,86,85
1729096728,FALSE,2253,14,95,75,53,62,57,17,9,28,8
1729096729,TRUE,2009,67,59,17,8,5,104,30,72,62,89
1729096731,FALSE,2485,12,39,87,36,4,74,93,100,34,37
1729096732,FALSE,2736,77,32,11,28,19,60,62,74,54,23
1729096733,TRUE,2029,7,12,48,69,30,37,78,96,71,83
1729096735,FALSE,2061,63,76,57,12,14,104,17,44,48,85
1729096736,TRUE,3634,44,4,47,7,105,86,93,64,21,22
1729096762,TRUE,3234,71,11,93,50,72,8,63,5,21,70
1729096764,TRUE,2866,4,93,87,39,41,62,97,102,22,11
1729096765,FALSE,3808,85,1,4,25,2,105,21,8,39,17
1729096766,FALSE,2929,21,35,1,47,22,11,42,88,32,5
1729096769,FALSE,2307,29,16,97,56,45,105,100,8,99,39
1729096771,FALSE,2160,31,96,94,8,106,5,93,75,2,37
1729096772,FALSE,2271,43,29,52,35,39,76,44,6,19,49
1729096773,FALSE,1907,21,30,44,17,62,7,74,75,104,81
1729096774,TRUE,2874,32,1,41,59,27,100,44,104,62,28
1729096775,TRUE,2799,35,23,93,64,110,47,8,96,53,98
1729096778,TRUE,2334,60,103,106,45,37,84,3,39,32,30
1729096779,TRUE,1381,98,9,34,6,2,74,18,81,56,41
1729096780,TRUE,2593,11,21,93,50,23,17,67,100,58,105
1729096782,TRUE,1961,53,54,17,59,12,7,64,104,33,67
1729096783,TRUE,1659,20,8,100,46,39,93,62,104,21,27
1729096784,TRUE,2048,14,68,30,39,44,45,22,95,11,8
1729096785,TRUE,2605,46,51,65,11,32,4,18,5,30,15
1729096796,FALSE,3644,5,8,11,30,59,1,57,71,7,21
1729096797,FALSE,2838,74,100,32,4,27,67,28,69,11,5
1729096798,FALSE,3537,81,60,17,35,32,68,48,63,31,103
1729096799,TRUE,2001,86,105,47,55,70,35,49,112,36,100
1729096800,TRUE,2216,96,1,69,32,58,29,74,25,98,63
1729096802,TRUE,2060,39,109,12,29,8,70,38,32,77,21
1729096805,FALSE,2106,60,29,11,14,25,99,6,41,44,71
1729096806,FALSE,1349,63,109,64,73,19,38,78,97,36,96
1729096807,FALSE,2321,51,106,66,98,56,32,52,72,22,4
1729096828,FALSE,2513,25,93,19,62,14,29,44,83,30,55
1729096829,TRUE,2749,94,62,11,110,18,25,65,70,9,14
1729096831,TRUE,2208,35,90,93,1,70,47,55,84,2,4
1729096832,TRUE,2744,74,72,39,21,62,79,18,42,96,4
1729096833,TRUE,3023,93,75,44,21,2,14,79,63,7,12
1729096834,TRUE,3461,72,87,59,35,57,14,104,50,25,67
1729096835,FALSE,2742,98,4,25,50,21,100,60,30,94,85
1729096838,TRUE,1992,12,111,93,81,56,73,85,88,10,47
1729096839,FALSE,599,0,76,6,30,71,34,87,105,49,74
1729096840,FALSE,2923,60,8,39,47,32,100,4,18,20,48
1729096841,TRUE,3249,14,74,82,41,52,62,67,39,9,5
1729096843,FALSE,3459,78,50,21,91,81,36,56,41,7,55
1729096844,FALSE,2392,12,60,41,54,71,49,21,35,111,14
1729096867,TRUE,3181,11,9,29,4,28,17,39,36,44,70
1729096868,TRUE,2277,26,8,45,21,72,17,11,93,51,89
1729096869,FALSE,2986,26,46,107,25,48,12,17,93,22,105
1729096871,TRUE,3120,9,35,52,67,7,5,21,25,93,88
1729096872,FALSE,2995,54,35,27,26,2,13,5,62,4,25
1729096873,TRUE,2162,59,20,106,25,85,100,97,74,17,63
1729096874,TRUE,3681,62,41,40,39,42,4,111,57,74,32
1729096875,TRUE,2243,39,104,5,89,63,36,15,42,73,82
1729096876,FALSE,2898,85,57,6,74,72,9,71,83,11,102
1729096877,FALSE,2655,34,75,41,100,85,23,15,43,44,69
1729096879,TRUE,403,52,7,93,2,1,39,34,33,25,19
1729096880,TRUE,2155,76,15,36,109,49,69,5,17,8,50
1729096881,TRUE,2276,64,85,72,97,48,75,39,104,2,90
1729096882,FALSE,2753,6,14,95,3,15,52,11,97,106,25
1729096884,FALSE,2563,12,8,82,22,5,87,4,14,35,17
1729096885,FALSE,1582,25,72,84,88,52,85,57,11,45,59
1729096903,FALSE,1708,30,17,67,102,62,14,22,4,11,105
1729096904,TRUE,2428,20,21,59,30,27,55,97,44,4,104
1729096905,TRUE,1832,63,5,6,84,68,44,3,46,74,22
1729096906,FALSE,3096,21,25,68,28,33,62,4,75,17,48
1729096907,TRUE,3198,62,59,1,76,50,35,25,5,7,39
1729096908,FALSE,2306,8,14,20,54,53,42,87,109,74,95
1729096910,TRUE,2578,7,14,48,4,54,104,63,11,49,59
1729096911,TRUE,1535,7,62,22,19,4,59,35,21,97,6
1729096912,TRUE,1761,67,7,90,75,97,4,35,5,37,21
1729096914,TRUE,2375,4,65,28,72,8,99,60,95,55,51
1729096915,TRUE,3202,109,26,27,77,35,105,62,112,55,99
1729096916,FALSE,2149,48,106,27,30,44,14,32,60,20,35
1729096917,TRUE,580,105,84,86,15,56,79,6,90,95,41
1729096918,FALSE,3564,62,83,66,59,13,6,102,14,21,23
1729096919,TRUE,2412,56,14,36,15,8,1,11,50,53,80
1729096920,TRUE,3131,102,35,21,68,105,9,100,6,11,4
1729096922,TRUE,2992,110,41,57,68,15,64,7,46,39,23
1729096944,FALSE,2137,8,17,44,62,19,1,14,4,22,21
1729096946,TRUE,1784,80,2,94,52,21,47,26,44,70,54
1729096949,TRUE,1517,6,28,33,32,78,87,82,58,86,104
1729096952,FALSE,2575,7,65,5,100,62,13,29,82,50,18
1729096953,FALSE,1533,19,42,4,14,39,11,105,34,71,32
1729096954,TRUE,2099,9,51,60,39,72,14,40,1,93,62
1729096955,FALSE,2750,2,44,22,62,74,93,75,105,72,17
1729096956,FALSE,4096,39,37,97,106,81,72,100,28,50,35
1729096958,TRUE,3033,20,86,40,67,58,107,37,4,42,57
1729096959,TRUE,426,35,53,18,56,69,77,101,66,62,73
1729096985,TRUE,2366,93,28,25,55,48,35,2,88,36,14
1729096986,TRUE,1115,7,11,104,21,72,34,4,75,8,88
1729096987,TRUE,1790,47,59,17,21,19,2,71,45,93,8
1729096988,TRUE,1881,71,100,7,28,2,14,44,51,32,42
1729096989,FALSE,1396,67,16,78,42,79,53,85,18,27,106
1729096990,TRUE,2619,5,11,41,14,6,97,75,86,48,44
1729096991,TRUE,2117,6,22,47,100,70,18,35,44,63,48
1729096992,TRUE,2008,65,11,8,17,2,35,23,29,50,22
1729096993,FALSE,3363,105,4,74,99,25,31,94,100,75,7
1729096994,FALSE,2201,54,61,17,32,105,52,84,8,14,21
1729096995,FALSE,2656,4,36,5,63,107,57,93,53,55,69
1729096996,TRUE,2521,52,7,4,12,21,62,1,28,57,11
1729096997,TRUE,2621,14,84,81,19,4,74,6,77,86,69
1729096999,FALSE,2541,85,16,8,60,75,101,27,48,9,70
1729097000,TRUE,3630,6,25,53,7,56,21,14,85,17,27
1729097002,TRUE,3098,75,31,50,90,105,3,82,9,15,106
1729097003,FALSE,3499,14,4,25,31,41,9,21,27,46,76
1729097004,FALSE,2184,1,36,76,5,35,4,72,28,9,14
1729097005,FALSE,2187,46,8,71,25,52,111,7,64,4,44
1729097006,TRUE,1826,34,8,27,70,32,56,49,59,91,14
1729097007,FALSE,3216,14,8,41,15,105,38,22,21,32,19
1729097008,TRUE,2120,81,20,101,36,32,94,89,85,51,65
1729097009,FALSE,2313,56,30,72,31,26,59,62,37,5,75
1729097010,FALSE,3736,106,4,94,84,105,26,25,36,15,49
1729097011,TRUE,2644,98,14,4,50,49,7,17,93,25,78
1729097012,FALSE,3038,36,80,34,70,61,68,2,95,59,86
1729097014,TRUE,1816,26,75,4,7,14,19,8,39,1,99
1729097032,TRUE,2512,105,66,42,10,75,93,71,29,94,99
1729097034,FALSE,2206,42,12,26,77,43,50,94,7,104,28
1729097035,FALSE,2687,70,14,57,8,23,28,63,44,7,96
1729097036,FALSE,1719,85,88,17,72,26,39,71,1,11,5
1729097037,FALSE,3793,5,2,46,71,47,19,74,60,57,62
1729097038,TRUE,3225,62,44,105,17,39,69,11,88,7,92
1729097039,FALSE,3185,1,15,51,53,52,44,94,35,111,82
1729097040,FALSE,1918,35,26,44,54,74,68,104,20,33,34
1729097041,TRUE,3065,14,26,35,2,22,95,30,52,110,41
1729097042,FALSE,2589,75,53,61,42,46,85,7,81,72,25
1729097043,FALSE,2292,25,99,42,21,4,32,39,85,96,68
1729097044,TRUE,2811,34,93,1,5,7,90,63,39,101,100
1729097045,TRUE,1948,14,85,44,36,34,1,51,53,21,30
1729097046,FALSE,1537,62,29,71,54,25,98,85,7,112,6
1729097047,FALSE,2650,5,11,44,86,26,104,84,20,67,23
1729097076,FALSE,2869,46,106,16,79,39,102,75,17,48,71
1729097077,FALSE,1393,6,42,45,104,41,52,14,27,1,2
1729097078,TRUE,2783,48,34,46,9,35,104,18,8,33,32
1729097079,TRUE,2332,5,16,17,14,1,74,4,21,84,46
1729097081,TRUE,4004,53,23,59,2,49,105,97,62,7,8
1729097082,TRUE,1990,23,5,8,43,44,45,4,70,12,80
1729097084,FALSE,2311,93,99,71,29,44,85,57,33,21,12
1729097085,FALSE,2996,42,62,82,25,44,23,37,21,32,14
1729097086,FALSE,2728,18,85,5,17,53,97,105,4,1,86
1729097087,TRUE,4501,95,11,112,72,105,7,5,14,23,52
1729097088,TRUE,1600,8,72,96,82,94,112,111,56,57,90
1729097089,TRUE,2153,62,44,28,57,51,70,48,73,32,35
1729097090,FALSE,4026,100,51,57,14,6,82,35,22,7,74
1729097091,TRUE,1892,62,14,1,105,47,34,44,40,13,109
1729097113,TRUE,3574,85,7,52,71,1,25,11,36,4,67
1729097114,FALSE,2449,20,1,21,72,85,50,59,62,94,47
1729097115,FALSE,3262,41,18,11,5,71,59,44,12,81,7
1729097116,TRUE,2924,72,36,27,34,30,64,37,79,31,43
1729097117,FALSE,2424,25,50,63,73,90,77,2,96,43,31
1729097118,TRUE,3773,22,100,39,11,80,31,51,85,88,14
1729097119,TRUE,2132,1,86,110,7,11,29,54,8,49,45
1729097120,FALSE,2873,106,34,26,85,4,111,17,62,44,81
1729097121,FALSE,2746,28,98,34,12,36,22,1,21,30,70
1729097122,TRUE,3184,36,98,112,40,32,72,4,25,8,57
1729097131,FALSE,3394,98,95,26,90,74,63,19,16,84,27
1729097132,FALSE,1839,12,11,91,1,99,36,68,112,21,62
1729097133,FALSE,3033,2,33,92,32,6,12,4,19,44,22
1729097134,FALSE,2612,59,11,28,52,1,27,49,53,94,71
1729097135,FALSE,3048,105,35,14,70,68,25,41,104,5,71
1729097164,TRUE,3071,14,7,32,18,49,31,54,104,74,53
1729097165,TRUE,3162,32,100,35,10,81,75,98,49,42,11
1729097166,FALSE,2291,4,52,78,46,19,22,25,60,94,30
1729097167,FALSE,2631,57,34,4,39,8,41,93,11,101,112
1729097168,FALSE,2718,67,86,7,45,47,4,93,85,17,52
1729097170,FALSE,2242,1,17,56,14,7,105,57,62,48,32
1729097171,FALSE,2932,12,99,15,4,104,32,47,2,106,27
1729097172,FALSE,1642,85,43,53,82,36,16,21,31,47,64
1729097173,FALSE,2542,25,44,23,62,29,28,93,15,21,22
1729097174,FALSE,1847,86,23,17,81,80,71,56,44,7,11
1729097175,TRUE,2222,101,59,35,32,44,14,72,77,95,66
1729097176,FALSE,1440,107,71,11,16,43,35,52,51,50,7
1729097178,FALSE,2187,67,14,35,8,32,81,48,37,36,30
1729097180,FALSE,2724,90,63,47,34,14,61,70,36,52,105
1729097181,FALSE,3280,74,94,62,17,71,101,11,14,67,104
1729097183,TRUE,1921,70,27,100,74,35,20,73,39,37,14
1729097200,TRUE,2306,49,14,1,20,87,84,41,27,34,13
1729097201,FALSE,2392,83,70,17,72,11,32,74,25,62,27
1729097202,TRUE,3097,16,46,44,4,2,26,72,53,85,39
1729097203,FALSE,2692,14,32,44,63,67,35,54,5,4,105
1729097204,FALSE,2980,1,75,17,105,2,14,97,112,26,106
1729097206,TRUE,1981,37,43,4,7,72,56,32,14,35,8
1729097207,TRUE,2544,102,17,1,58,105,75,39,88,100,22
1729097209,FALSE,2163,70,63,31,7,97,83,12,4,75,21
1729097210,TRUE,2692,44,12,20,47,21,52,88,14,65,30
1729097211,FALSE,2313,17,2,9,56,70,4,85,6,84,39
1729097212,TRUE,2111,53,5,35,19,21,4,30,71,7,74
1729097227,FALSE,3150,59,14,85,98,27,93,39,42,89,97
1729097228,TRUE,3407,7,63,21,4,8,14,52,35,25,81
1729097229,TRUE,1760,21,17,4,86,44,8,43,11,74,78
1729097230,FALSE,1536,12,50,14,98,51,71,36,2,72,52
1729097231,TRUE,3002,29,46,45,86,101,12,39,14,7,25
1729097232,FALSE,2215,83,1,19,17,44,40,84,22,59,4
1729097234,TRUE,2460,14,31,11,65,101,28,112,90,22,72
1729097235,TRUE,108,71,62,27,93,11,17,21,76,35,7
1729097236,TRUE,3264,8,17,105,50,1,97,103,10,14,62
1729097237,FALSE,2991,71,62,8,17,25,4,36,73,44,52
1729097238,TRUE,1862,62,8,97,110,11,71,72,100,85,17
1729097240,TRUE,1648,62,26,99,53,14,5,86,106,34,58
1729097241,TRUE,1890,11,4,35,9,94,95,62,99,17,71
1729097242,TRUE,3574,93,50,59,14,55,19,11,71,32,21
1729097247,FALSE,2538,1,46,34,51,62,16,32,102,22,25
1729097248,FALSE,3015,11,85,104,4,5,17,73,35,68,93
1729097249,TRUE,1965,93,76,85,19,80,96,59,53,78,97
1729097265,FALSE,954,67,16,17,9,35,1,71,75,40,11
1729097266,TRUE,2251,62,25,39,67,47,7,56,17,22,99
1729097267,TRUE,2001,71,17,83,72,39,11,49,110,101,22
1729097268,FALSE,1943,83,74,46,51,41,43,47,78,67,11
1729097269,FALSE,2657,44,14,76,52,12,104,25,48,21,7
1729097270,FALSE,3108,100,25,6,8,28,93,105,42,31,43
1729097271,FALSE,3506,97,19,21,7,4,70,54,10,36,11
1729097274,FALSE,1806,17,31,37,99,106,77,81,35,92,51
1729097275,TRUE,5543,11,29,72,47,51,17,14,6,21,20
1729097276,TRUE,2458,97,96,74,8,69,23,16,60,64,46
1729097277,FALSE,3288,88,7,106,1,61,11,40,12,62,70
1729097279,TRUE,2351,100,112,105,11,106,22,4,72,9,69
1729097281,FALSE,3313,35,11,25,63,21,14,85,4,86,54
1729097282,FALSE,2349,33,85,44,99,14,93,70,25,5,56
1729097283,TRUE,1639,51,20,38,66,10,25,35,34,44,72
1729097308,FALSE,1463,6,86,4,110,11,55,70,21,60,5
1729097309,FALSE,1736,94,10,2,104,76,4,102,17,13,33
1729097311,FALSE,3582,1,8,53,99,13,93,63,18,26,49
1729097312,TRUE,2721,10,2,14,56,47,12,71,105,66,11
1729097313,TRUE,1589,46,33,18,11,93,8,20,32,4,26
1729097314,FALSE,1430,1,70,14,72,31,41,58,62,53,71
1729097315,TRUE,3850,86,85,12,74,33,25,71,1,110,52
1729097316,TRUE,1617,1,44,70,34,19,32,30,47,17,6
1729097317,FALSE,2127,69,53,38,99,48,32,50,58,54,11
1729097318,TRUE,3224,88,82,63,60,2,48,7,101,21,42
1729097319,TRUE,2426,75,97,41,2,43,11,74,55,54,100
1729097321,TRUE,2855,35,46,105,106,73,21,28,11,102,18
1729097322,TRUE,2912,18,90,60,88,105,10,27,77,21,37
1729097323,TRUE,3244,105,74,75,85,1,98,100,17,90,41
1729097346,FALSE,3160,39,55,112,72,51,101,70,57,2,5
1729097348,FALSE,2427,101,106,2,1,74,11,93,4,25,17
1729097349,TRUE,3140,20,15,77,14,7,48,51,62,86,17
1729097350,FALSE,2299,106,29,22,93,78,74,7,4,85,94
1729097351,TRUE,1111,75,17,62,12,21,60,22,7,1,57
1729097352,FALSE,2839,86,21,18,28,34,2,56,52,90,7
1729097353,TRUE,2409,4,72,62,35,19,12,75,54,53,23
1729097354,TRUE,2614,44,110,80,57,37,71,53,14,11,36
1729097355,FALSE,4012,106,88,104,29,44,26,18,98,68,4
1729097356,TRUE,3442,57,2,32,56,21,74,75,14,7,59
1729097357,TRUE,1496,14,89,12,39,1,19,7,74,104,17
1729097358,TRUE,3381,93,44,7,10,17,8,59,62,32,11
1729097359,FALSE,2751,25,39,93,88,28,62,52,1,29,69
1729097360,FALSE,3062,14,43,32,74,4,44,89,82,59,2
1729097361,FALSE,2378,21,100,2,20,77,30,85,22,62,8
1729097362,FALSE,2323,74,57,48,49,105,1,39,28,40,43
1729097363,FALSE,2932,44,20,85,53,52,5,37,8,17,34
1729097365,FALSE,1814,72,14,105,67,57,112,50,42,22,52
1729097366,FALSE,3501,14,20,86,41,11,22,9,21,8,58
1729097386,FALSE,2846,30,12,6,26,39,8,31,66,47,25
1729097387,FALSE,2318,62,63,35,19,43,34,51,78,9,106
1729097390,TRUE,1940,28,57,94,105,8,81,14,44,17,104
1729097391,FALSE,3056,14,81,36,42,71,20,50,22,107,54
1729097392,TRUE,2580,93,74,4,22,71,70,25,11,60,100
1729097393,TRUE,4180,53,32,11,72,52,99,4,1,34,39
1729097394,TRUE,2240,6,50,26,12,68,56,111,109,88,73
1729097395,TRUE,1925,39,84,86,22,110,49,26,17,89,47
1729097396,FALSE,2012,4,86,62,42,59,51,112,17,68,12
1729097397,TRUE,2881,67,4,19,46,101,32,17,14,7,70
1729097398,TRUE,1771,11,1,2,80,20,4,86,39,74,52
1729097399,TRUE,3444,40,59,46,33,79,76,90,112,63,11
1729097400,TRUE,3239,89,39,86,8,83,62,59,105,100,28
1729097418,FALSE,2882,34,94,7,72,85,74,18,71,8,86
1729097420,TRUE,2366,6,99,40,70,17,47,16,18,14,66
1729097421,FALSE,3353,41,52,98,105,42,11,50,12,20,15
1729097422,TRUE,2826,20,47,4,29,42,109,40,93,35,75
1729097423,FALSE,2693,22,35,6,15,20,52,44,4,5,2
1729097424,FALSE,1957,25,14,4,6,56,104,11,105,100,1
1729097425,FALSE,1514,70,44,30,56,61,93,31,27,14,5
1729097426,FALSE,3431,58,106,5,88,94,110,72,85,100,97
1729097427,TRUE,3227,19,93,16,18,86,21,6,5,98,110
1729097428,TRUE,2449,2,9,42,32,86,60,74,62,12,69
1729097429,FALSE,2629,70,35,14,47,105,90,32,25,44,22
1729097452,TRUE,2338,72,86,39,49,104,84,105,21,71,97
1729097453,FALSE,2977,56,72,74,92,97,107,104,102,39,2
1729097454,FALSE,2039,95,26,14,78,75,52,49,3,57,99
1729097455,TRUE,3254,22,16,1,25,71,49,14,72,35,17
1729097456,FALSE,1829,4,17,73,14,104,9,50,72,39,85
1729097457,FALSE,2064,46,62,75,101,87,31,81,30,35,18
1729097458,FALSE,2165,48,97,56,21,1,22,93,71,8,25
1729097459,FALSE,3306,87,21,14,40,41,109,75,5,56,34
1729097461,FALSE,3198,8,14,53,104,50,73,22,11,5,75
1729097462,TRUE,1965,53,44,51,47,86,7,106,9,1,49
1729097463,TRUE,2248,64,15,26,16,49,32,106,44,70,40
1729097464,FALSE,3136,54,59,65,9,72,84,75,74,62,3
1729097465,TRUE,2197,63,105,39,4,46,45,51,9,18,17
1729097477,TRUE,2868,71,54,22,11,5,2,56,17,51,105
1729097478,FALSE,2801,72,106,16,32,7,21,10,29,71,11
1729097479,FALSE,2276,17,4,107,23,32,57,44,62,40,41
1729097480,TRUE,2281,61,4,43,46,75,82,2,53,11,107
1729097482,FALSE,2959,48,51,21,52,33,39,99,14,73,75
1729097483,TRUE,2282,7,19,20,97,46,21,23,99,86,12
1729097484,FALSE,2033,61,77,72,21,26,39,25,88,81,74
1729097485,TRUE,2775,68,56,99,52,102,39,72,106,38,18
1729097486,FALSE,2404,56,46,8,88,21,67,75,99,11,49
1729097488,FALSE,2155,65,34,77,7,10,88,21,46,50,112
